web-scraper-order,web-scraper-start-url,URL,URL-href,abstracts,citations
"1707307215-519","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Reply to: Do not discard Staphylococcus aureus WTA as a vaccine antigen","https://www.nature.com/articles/s41586-019-1417-7","","2 Citations"
"1707307225-520","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Non-line-of-sight imaging using phasor-field virtual wave
            optics","https://www.nature.com/articles/s41586-019-1461-3","Non-line-of-sight imaging allows objects to be observed when partially
                or fully occluded from direct view, by analysing indirect diffuse reflections off a
                secondary relay surface. Despite many potential
                        applications1,2,3,4,5,6,7,8,9, existing methods lack practical usability because of
                limitations including the assumption of single scattering only, ideal diffuse
                reflectance and lack of occlusions within the hidden scene. By
                contrast, line-of-sight imaging systems do not impose any assumptions about the
                imaged scene, despite relying on the mathematically simple processes of linear
                diffractive wave propagation. Here we show that the problem of non-line-of-sight
                imaging can also be formulated as one of diffractive wave propagation, by
                introducing a virtual wave field that we term the phasor field. Non-line-of-sight
                scenes can be imaged from raw time-of-flight data by applying the mathematical
                operators that model wave propagation in a conventional line-of-sight imaging
                system. Our method yields a new class of imaging algorithms that mimic the
                capabilities of line-of-sight cameras. To demonstrate our technique, we derive three
                imaging algorithms, modelled after three different line-of-sight systems. These
                algorithms rely on solving a wave diffraction integral, namely the
                Rayleigh–Sommerfeld diffraction integral. Fast solutions to Rayleigh–Sommerfeld
                diffraction and its approximations are readily available, benefiting our method. We
                demonstrate non-line-of-sight imaging of complex scenes with strong multiple
                scattering and ambient light, arbitrary materials, large depth range and occlusions.
                Our method handles these challenging cases without explicitly inverting a
                light-transport model. We believe that our approach will help to unlock the
                potential of non-line-of-sight imaging and promote the development of relevant
                applications not restricted to laboratory conditions.","142 Citations"
"1707307228-521","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Pol II phosphorylation regulates a switch between transcriptional and splicing condensates","https://www.nature.com/articles/s41586-019-1464-0","The synthesis of pre-mRNA by RNA polymerase II (Pol II) involves the formation of a transcription initiation complex, and a transition to an elongation complex1,2,3,4. The large subunit of Pol II contains an intrinsically disordered C-terminal domain that is phosphorylated by cyclin-dependent kinases during the transition from initiation to elongation, thus influencing the interaction of the C-terminal domain with different components of the initiation or the RNA-splicing apparatus5,6. Recent observations suggest that this model provides only a partial picture of the effects of phosphorylation of the C-terminal domain7,8,9,10,11,12. Both the transcription-initiation machinery and the splicing machinery can form phase-separated condensates that contain large numbers of component molecules: hundreds of molecules of Pol II and mediator are concentrated in condensates at super-enhancers7,8, and large numbers of splicing factors are concentrated in nuclear speckles, some of which occur at highly active transcription sites9,10,11,12. Here we investigate whether the phosphorylation of the Pol II C-terminal domain regulates the incorporation of Pol II into phase-separated condensates that are associated with transcription initiation and splicing. We find that the hypophosphorylated C-terminal domain of Pol II is incorporated into mediator condensates and that phosphorylation by regulatory cyclin-dependent kinases reduces this incorporation. We also find that the hyperphosphorylated C-terminal domain is preferentially incorporated into condensates that are formed by splicing factors. These results suggest that phosphorylation of the Pol II C-terminal domain drives an exchange from condensates that are involved in transcription initiation to those that are involved in RNA processing, and implicates phosphorylation as a mechanism that regulates condensate preference.","364 Citations"
"1707307231-522","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","A national experiment reveals where a growth mindset improves achievement","https://www.nature.com/articles/s41586-019-1466-y","A global priority for the behavioural sciences is to develop cost-effective, scalable interventions that could improve the academic outcomes of adolescents at a population level, but no such interventions have so far been evaluated in a population-generalizable sample. Here we show that a short (less than one hour), online growth mindset intervention—which teaches that intellectual abilities can be developed—improved grades among lower-achieving students and increased overall enrolment to advanced mathematics courses in a nationally representative sample of students in secondary education in the United States. Notably, the study identified school contexts that sustained the effects of the growth mindset intervention: the intervention changed grades when peer norms aligned with the messages of the intervention. Confidence in the conclusions of this study comes from independent data collection and processing, pre-registration of analyses, and corroboration of results by a blinded Bayesian analysis.","567 Citations"
"1707307239-523","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Molecular architecture of lineage allocation and tissue organization in early mouse embryo","https://www.nature.com/articles/s41586-019-1469-8","During post-implantation development of the mouse embryo, descendants of the inner cell mass in the early epiblast transit from the naive to primed pluripotent state1. Concurrently, germ layers are formed and cell lineages are specified, leading to the establishment of the blueprint for embryogenesis. Fate-mapping and lineage-analysis studies have revealed that cells in different regions of the germ layers acquire location-specific cell fates during gastrulation2,3,4,5. The regionalization of cell fates preceding the formation of the basic body plan—the mechanisms of which are instrumental for understanding embryonic programming and stem-cell-based translational study—is conserved in vertebrate embryos6,7,8. However, a genome-wide molecular annotation of lineage segregation and tissue architecture of the post-implantation embryo has yet to be undertaken. Here we report a spatially resolved transcriptome of cell populations at defined positions in the germ layers during development from pre- to late-gastrulation stages. This spatiotemporal transcriptome provides high-resolution digitized in situ gene-expression profiles, reveals the molecular genealogy of tissue lineages and defines the continuum of pluripotency states in time and space. The transcriptome further identifies the networks of molecular determinants that drive lineage specification and tissue patterning, supports a role of Hippo–Yap signalling in germ-layer development and reveals the contribution of visceral endoderm to the endoderm in the early mouse embryo.","131 Citations"
"1707307246-524","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Observed controls on resilience of groundwater to climate variability in sub-Saharan Africa","https://www.nature.com/articles/s41586-019-1441-7","Groundwater in sub-Saharan Africa supports livelihoods and poverty alleviation1,2, maintains vital ecosystems, and strongly influences terrestrial water and energy budgets3. Yet the hydrological processes that govern groundwater recharge and sustainability—and their sensitivity to climatic variability—are poorly constrained4,5. Given the absence of firm observational constraints, it remains to be seen whether model-based projections of decreased water resources in dry parts of the region4 are justified. Here we show, through analysis of multidecadal groundwater hydrographs across sub-Saharan Africa, that levels of aridity dictate the predominant recharge processes, whereas local hydrogeology influences the type and sensitivity of precipitation–recharge relationships. Recharge in some humid locations varies by as little as five per cent (by coefficient of variation) across a wide range of annual precipitation values. Other regions, by contrast, show roughly linear precipitation–recharge relationships, with precipitation thresholds (of roughly ten millimetres or less per day) governing the initiation of recharge. These thresholds tend to rise as aridity increases, and recharge in drylands is more episodic and increasingly dominated by focused recharge through losses from ephemeral overland flows. Extreme annual recharge is commonly associated with intense rainfall and flooding events, themselves often driven by large-scale climate controls. Intense precipitation, even during years of lower overall precipitation, produces some of the largest years of recharge in some dry subtropical locations. Our results therefore challenge the ‘high certainty’ consensus regarding decreasing water resources4 in such regions of sub-Saharan Africa. The potential resilience of groundwater to climate variability in many areas that is revealed by these precipitation–recharge relationships is essential for informing reliable predictions of climate-change impacts and adaptation strategies.","158 Citations"
"1707307255-525","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","BORIS promotes chromatin regulatory interactions in treatment-resistant cancer cells","https://www.nature.com/articles/s41586-019-1472-0","The CCCTC-binding factor (CTCF), which anchors DNA loops that organize the genome into structural domains, has a central role in gene control by facilitating or constraining interactions between genes and their regulatory elements1,2. In cancer cells, the disruption of CTCF binding at specific loci by somatic mutation3,4 or DNA hypermethylation5 results in the loss of loop anchors and consequent activation of oncogenes. By contrast, the germ-cell-specific paralogue of CTCF, BORIS (brother of the regulator of imprinted sites, also known as CTCFL)6, is overexpressed in several cancers7,8,9, but its contributions to the malignant phenotype remain unclear. Here we show that aberrant upregulation of BORIS promotes chromatin interactions in ALK-mutated, MYCN-amplified neuroblastoma10 cells that develop resistance to ALK inhibition. These cells are reprogrammed to a distinct phenotypic state during the acquisition of resistance, a process defined by the initial loss of MYCN expression followed by subsequent overexpression of BORIS and a concomitant switch in cellular dependence from MYCN to BORIS. The resultant BORIS-regulated alterations in chromatin looping lead to the formation of super-enhancers that drive the ectopic expression of a subset of proneural transcription factors that ultimately define the resistance phenotype. These results identify a previously unrecognized role of BORIS—to promote regulatory chromatin interactions that support specific cancer phenotypes.","72 Citations"
"1707307271-526","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Collisions between cold molecules in a superconducting magnetic trap","https://www.nature.com/articles/s41586-019-1446-2","Collisions between cold molecules are essential for studying fundamental aspects of quantum chemistry, and may enable the formation of quantum degenerate molecular matter by evaporative cooling. However, collisions between trapped, naturally occurring molecules have not been directly observed so far owing to the low collision rates of dilute samples. Here we report the direct observation of collisions between cold trapped molecules, without the need for laser cooling. We magnetically capture molecular oxygen in an 800-millikelvin-deep superconducting trap and set bounds on the ratio between the elastic- and inelastic-scattering rates—the key parameter determining the feasibility of evaporative cooling. We further co-trap atoms and molecules and identify collisions between them, paving the way for studies of cold interspecies collisions in a magnetic trap.","54 Citations"
"1707307278-527","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Opposing T cell responses in experimental autoimmune encephalomyelitis","https://www.nature.com/articles/s41586-019-1467-x","Experimental autoimmune encephalomyelitis is a model for multiple sclerosis. Here we show that induction generates successive waves of clonally expanded CD4+, CD8+ and γδ+ T cells in the blood and central nervous system, similar to gluten-challenge studies of patients with coeliac disease. We also find major expansions of CD8+ T cells in patients with multiple sclerosis. In autoimmune encephalomyelitis, we find that most expanded CD4+ T cells are specific for the inducing myelin peptide MOG35–55. By contrast, surrogate peptides derived from a yeast peptide major histocompatibility complex library of some of the clonally expanded CD8+ T cells inhibit disease by suppressing the proliferation of MOG-specific CD4+ T cells. These results suggest that the induction of autoreactive CD4+ T cells triggers an opposing mobilization of regulatory CD8+ T cells.","122 Citations"
"1707307281-528","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Climate change and overfishing increase neurotoxicant in marine predators","https://www.nature.com/articles/s41586-019-1468-9","More than three billion people rely on seafood for nutrition. However, fish are the predominant source of human exposure to methylmercury (MeHg), a potent neurotoxic substance. In the United States, 82% of population-wide exposure to MeHg is from the consumption of marine seafood and almost 40% is from fresh and canned tuna alone1. Around 80% of the inorganic mercury (Hg) that is emitted to the atmosphere from natural and human sources is deposited in the ocean2, where some is converted by microorganisms to MeHg. In predatory fish, environmental MeHg concentrations are amplified by a million times or more. Human exposure to MeHg has been associated with long-term neurocognitive deficits in children that persist into adulthood, with global costs to society that exceed US$20 billion3. The first global treaty on reductions in anthropogenic Hg emissions (the Minamata Convention on Mercury) entered into force in 2017. However, effects of ongoing changes in marine ecosystems on bioaccumulation of MeHg in marine predators that are frequently consumed by humans (for example, tuna, cod and swordfish) have not been considered when setting global policy targets. Here we use more than 30 years of data and ecosystem modelling to show that MeHg concentrations in Atlantic cod (Gadus morhua) increased by up to 23% between the 1970s and 2000s as a result of dietary shifts initiated by overfishing. Our model also predicts an estimated 56% increase in tissue MeHg concentrations in Atlantic bluefin tuna (Thunnus thynnus) due to increases in seawater temperature between a low point in 1969 and recent peak levels—which is consistent with 2017 observations. This estimated increase in tissue MeHg exceeds the modelled 22% reduction that was achieved in the late 1990s and 2000s as a result of decreased seawater MeHg concentrations. The recently reported plateau in global anthropogenic Hg emissions4 suggests that ocean warming and fisheries management programmes will be major drivers of future MeHg concentrations in marine predators.","130 Citations"
"1707307284-529","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Deep roots for mid-ocean-ridge volcanoes revealed by plagioclase-hosted melt inclusions","https://www.nature.com/articles/s41586-019-1448-0","The global mid-ocean ridge system is the most extensive magmatic system on our planet and is the site of 75 per cent of Earth’s volcanism1. The vertical extent of mid-ocean-ridge magmatic systems has been considered to be restricted: even at the ultraslow-spreading Gakkel mid-ocean ridge under the Arctic Ocean, where the lithosphere is thickest, crystallization depths of magmas that feed eruptions are thought to be less than nine kilometres2. These depths were determined using the volatile-element contents of melt inclusions, which are small volumes of magma that become trapped within crystallizing minerals. In studies of basaltic magmatic systems, olivine is the mineral of choice for this approach2,3,4,5,6. However, pressures derived from olivine-hosted melt inclusions are at odds with pressures derived from basalt major-element barometers7 and geophysical measurements of lithospheric thickness8. Here we present a comparative study of olivine- and plagioclase-hosted melt inclusions from the Gakkel mid-ocean ridge. We show that the volatile contents of plagioclase-hosted melt inclusions correspond to much higher crystallization pressures (with a mean value of 270 megapascals) than olivine-hosted melt inclusions (with a mean value of 145 megapascals). The highest recorded pressure that we find equates to a depth 16.4 kilometres below the seafloor. Such higher depths are consistent with both the thickness of the Gakkel mid-ocean ridge lithosphere and with pressures reconstructed from glass compositions. In contrast to previous studies using olivine-hosted melt inclusions, our results demonstrate that mid-ocean-ridge volcanoes may have magmatic roots deep in the lithospheric mantle, at least at ultraslow-spreading ridges.","21 Citations"
"1707307288-530","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Locally renewing resident synovial macrophages provide a protective barrier for the joint","https://www.nature.com/articles/s41586-019-1471-1","Macrophages are considered to contribute to chronic inflammatory diseases such as rheumatoid arthritis1. However, both the exact origin and the role of macrophages in inflammatory joint disease remain unclear. Here we use fate-mapping approaches in conjunction with three-dimensional light-sheet fluorescence microscopy and single-cell RNA sequencing to perform a comprehensive spatiotemporal analysis of the composition, origin and differentiation of subsets of macrophages within healthy and inflamed joints, and study the roles of these macrophages during arthritis. We find that dynamic membrane-like structures, consisting of a distinct population of CX3CR1+ tissue-resident macrophages, form an internal immunological barrier at the synovial lining and physically seclude the joint. These barrier-forming macrophages display features that are otherwise typical of epithelial cells, and maintain their numbers through a pool of locally proliferating CX3CR1− mononuclear cells that are embedded into the synovial tissue. Unlike recruited monocyte-derived macrophages, which actively contribute to joint inflammation, these epithelial-like CX3CR1+ lining macrophages restrict the inflammatory reaction by providing a tight-junction-mediated shield for intra-articular structures. Our data reveal an unexpected functional diversification among synovial macrophages and have important implications for the general role of macrophages in health and disease.","305 Citations"
"1707307294-531","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","A dominant population of optically invisible massive galaxies in the early Universe","https://www.nature.com/articles/s41586-019-1452-4","Our current knowledge of cosmic star-formation history during the first two billion years (corresponding to redshift z > 3) is mainly based on galaxies identified in rest-frame ultraviolet light1. However, this population of galaxies is known to under-represent the most massive galaxies, which have rich dust content and/or old stellar populations. This raises the questions of the true abundance of massive galaxies and the star-formation-rate density in the early Universe. Although several massive galaxies that are invisible in the ultraviolet have recently been confirmed at early epochs2,3,4, most of them are extreme starburst galaxies with star-formation rates exceeding 1,000 solar masses per year, suggesting that they are unlikely to represent the bulk population of massive galaxies. Here we report submillimetre (wavelength 870 micrometres) detections of 39 massive star-forming galaxies at z > 3, which are unseen in the spectral region from the deepest ultraviolet to the near-infrared. With a space density of about 2 × 10−5 per cubic megaparsec (two orders of magnitude higher than extreme starbursts5) and star-formation rates of 200 solar masses per year, these galaxies represent the bulk population of massive galaxies that has been missed from previous surveys. They contribute a total star-formation-rate density ten times larger than that of equivalently massive ultraviolet-bright galaxies at z > 3. Residing in the most massive dark matter haloes at their redshifts, they are probably the progenitors of the largest present-day galaxies in massive groups and clusters. Such a high abundance of massive and dusty galaxies in the early Universe challenges our understanding of massive-galaxy formation.","140 Citations"
"1707307305-532","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Controlling organization and forces in active matter through optically defined boundaries","https://www.nature.com/articles/s41586-019-1447-1","Living systems are capable of locomotion, reconfiguration and replication. To perform these tasks, cells spatiotemporally coordinate the interactions of force-generating, ‘active’ molecules that create and manipulate non-equilibrium structures and force fields of up to millimetre length scales1,2,3. Experimental active-matter systems of biological or synthetic molecules are capable of spontaneously organizing into structures4,5 and generating global flows6,7,8,9. However, these experimental systems lack the spatiotemporal control found in cells, limiting their utility for studying non-equilibrium phenomena and bioinspired engineering. Here we uncover non-equilibrium phenomena and principles of boundary-mediated control by optically modulating structures and fluid flow in an engineered system of active biomolecules. Our system consists of purified microtubules and light-activatable motor proteins that crosslink and organize the microtubules into distinct structures upon illumination. We develop basic operations—defined as sets of light patterns—to create, move and merge the microtubule structures. By combining these operations, we create microtubule networks that span several hundred micrometres in length and contract at speeds up to an order of magnitude higher than the speed of an individual motor protein. We manipulate these contractile networks to generate and sculpt persistent fluid flows. The principles of boundary-mediated control that we uncover may be used to study emergent cellular structures and forces and to develop programmable active-matter devices.","72 Citations"
"1707307309-533","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Increased shear in the North Atlantic upper-level jet stream over the past four decades","https://www.nature.com/articles/s41586-019-1465-z","Earth’s equator-to-pole temperature gradient drives westerly mid-latitude jet streams through thermal wind balance1. In the upper atmosphere, anthropogenic climate change is strengthening this meridional temperature gradient by cooling the polar lower stratosphere2,3 and warming the tropical upper troposphere4,5,6, acting to strengthen the upper-level jet stream7. In contrast, in the lower atmosphere, Arctic amplification of global warming is weakening the meridional temperature gradient8,9,10, acting to weaken the upper-level jet stream. Therefore, trends in the speed of the upper-level jet stream11,12,13 represent a closely balanced tug-of-war between two competing effects at different altitudes14. It is possible to isolate one of the competing effects by analysing the vertical shear—the change in wind speed with height—instead of the wind speed, but this approach has not previously been taken. Here we show that, although the zonal wind speed in the North Atlantic polar jet stream at 250 hectopascals has not changed since the start of the observational satellite era in 1979, the vertical shear has increased by 15 per cent (with a range of 11–17 per cent) according to three different reanalysis datasets15,16,17. We further show that this trend is attributable to the thermal wind response to the enhanced upper-level meridional temperature gradient. Our results indicate that climate change may be having a larger impact on the North Atlantic jet stream than previously thought. The increased vertical shear is consistent with the intensification of shear-driven clear-air turbulence expected from climate change18,19,20, which will affect aviation in the busy transatlantic flight corridor by creating a more turbulent flying environment for aircraft. We conclude that the effects of climate change and variability on the upper-level jet stream are being partly obscured by the traditional focus on wind speed rather than wind shear.","53 Citations"
"1707307313-534","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Metamorphism and the evolution of plate tectonics","https://www.nature.com/articles/s41586-019-1462-2","Earth’s mantle convection, which facilitates planetary heat loss, is manifested at the surface as present-day plate tectonics1. When plate tectonics emerged and how it has evolved through time are two of the most fundamental and challenging questions in Earth science1,2,3,4. Metamorphic rocks—rocks that have experienced solid-state mineral transformations due to changes in pressure (P) and temperature (T)—record periods of burial, heating, exhumation and cooling that reflect the tectonic environments in which they formed5,6. Changes in the global distribution of metamorphic (P, T) conditions in the continental crust through time might therefore reflect the secular evolution of Earth’s tectonic processes. On modern Earth, convergent plate margins are characterized by metamorphic rocks that show a bimodal distribution of apparent thermal gradients (temperature change with depth; parameterized here as metamorphic T/P) in the form of paired metamorphic belts5, which is attributed to metamorphism near (low T/P) and away from (high T/P) subduction zones5,6. Here we show that Earth’s modern plate tectonic regime has developed gradually with secular cooling of the mantle since the Neoarchaean era, 2.5 billion years ago. We evaluate the emergence of bimodal metamorphism (as a proxy for secular change in plate tectonics) using a statistical evaluation of the distributions of metamorphic T/P through time. We find that the distribution of metamorphic T/P has gradually become wider and more distinctly bimodal from the Neoarchaean era to the present day, and the average metamorphic T/P has decreased since the Palaeoproterozoic era. Our results contrast with studies that inferred an abrupt transition in tectonic style in the Neoproterozoic era (about 0.7 billion years ago1,7,8) or that suggested that modern plate tectonics has operated since the Palaeoproterozoic era (about two billion years ago9,10,11,12) at the latest.","130 Citations"
"1707307319-535","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Position and momentum mapping of vibrations in graphene nanostructures","https://www.nature.com/articles/s41586-019-1477-8","Propagating atomic vibrational waves—phonons—determine important thermal, mechanical, optoelectronic and transport characteristics of materials. Thus a knowledge of phonon dispersion (that is, the dependence of vibrational energy on momentum) is a key part of our understanding and optimization of a material’s behaviour. However, the phonon dispersion of a free-standing monolayer of a two-dimensional material such as graphene, and its local variations, have remained elusive for the past decade because of the experimental limitations of vibrational spectroscopy. Even though electron energy loss spectroscopy (EELS) in transmission has recently been shown to probe local vibrational charge responses1,2,3,4, such studies are still limited by momentum space integration due to the focused beam geometry; they are also restricted to polar materials such as boron nitride or oxides1,2,3,4, in which huge signals induced by strong dipole moments are present. On the other hand, measurements on graphene performed by inelastic X-ray (neutron) scattering spectroscopy5,6,7 or EELS in reflection8,9 do not have any spatial resolution and require large microcrystals. Here we provide a new pathway to determine phonon dispersions down to the scale of an individual free-standing graphene monolayer by mapping the distinct vibrational modes for a large momentum transfer. The measured scattering intensities are accurately reproduced and interpreted with density functional perturbation theory10. Additionally, a nanometre-scale mapping of selected momentum-resolved vibrational modes using graphene nanoribbon structures has enabled us to spatially disentangle bulk, edge and surface vibrations. Our results are a proof-of-principle demonstration of the feasibility of studying local vibrational modes in two-dimensional monolayer materials at the nanometre scale.","92 Citations"
"1707307325-536","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","The formation of Jupiter’s diluted core by a giant impact","https://www.nature.com/articles/s41586-019-1470-2","The Juno mission1 has provided an accurate determination of Jupiter’s gravitational field2, which has been used to obtain information about the planet’s composition and internal structure. Several models of Jupiter’s structure that fit the probe’s data suggest that the planet has a diluted core, with a total heavy-element mass ranging from ten to a few tens of Earth masses (about 5 to 15 per cent of the Jovian mass), and that  heavy elements (elements other than hydrogen and helium) are distributed within a region extending to nearly half of Jupiter’s radius3,4. Planet-formation models indicate that most heavy elements are accreted during the early stages of a planet's formation to create a relatively compact core5,6,7 and that almost no solids are accreted during subsequent runaway gas accretion8,9,10. Jupiter’s diluted core, combined with its possible high heavy-element enrichment, thus challenges standard planet-formation theory. A possible explanation is erosion of the initially compact heavy-element core, but the efficiency of such erosion is uncertain and depends on both the immiscibility of heavy materials in metallic hydrogen and on convective mixing as the planet evolves11,12. Another mechanism that can explain this structure is planetesimal enrichment and vaporization13,14,15 during the formation process, although relevant models typically cannot produce an extended diluted core. Here we show that a sufficiently energetic head-on collision (giant impact) between a large planetary embryo and the proto-Jupiter could have shattered its primordial compact core and mixed the heavy elements with the inner envelope. Models of such a scenario lead to an internal structure that is consistent with a diluted core, persisting over billions of years. We suggest that collisions were common in the young Solar system and that a similar event may have also occurred for Saturn, contributing to the structural differences between Jupiter and Saturn16,17,18.","63 Citations"
"1707307330-537","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Imaging magnetic polarons in the doped Fermi–Hubbard model","https://www.nature.com/articles/s41586-019-1463-1","Polarons—electronic charge carriers ‘dressed’ by a local polarization of the background environment—are among the most fundamental quasiparticles in interacting many-body systems, and emerge even at the level of a single dopant1. In the context of the two-dimensional Fermi–Hubbard model, polarons are predicted to form around charged dopants in an antiferromagnetic background in the low-doping regime, close to the Mott insulating state2,3,4,5,6,7; this prediction is supported by macroscopic transport and spectroscopy measurements in materials related to high-temperature superconductivity8. Nonetheless, a direct experimental observation of the internal structure of magnetic polarons is lacking. Here we report the microscopic real-space characterization of magnetic polarons in a doped Fermi–Hubbard system, enabled by the single-site spin and density resolution of our ultracold-atom quantum simulator. We reveal the dressing of doublons by a local reduction—and even sign reversal—of magnetic correlations, which originates from the competition between kinetic and magnetic energy in the system. The experimentally observed polaron signatures are found to be consistent with an effective string model at finite temperature7. We demonstrate that delocalization of the doublon is a necessary condition for polaron formation, by comparing this setting with a scenario in which a doublon is pinned to a lattice site. Our work could facilitate the study of interactions between polarons, which may lead to collective behaviour, such as stripe formation, as well as the microscopic exploration of the fate of polarons in the pseudogap and ‘bad metal’ phases.","101 Citations"
"1707307341-538","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=18","Fossil insect eyes shed light on trilobite optics and the arthropod pigment screen","https://www.nature.com/articles/s41586-019-1473-z","Fossilized eyes permit inferences of the visual capacity of extinct arthropods1,2,3. However, structural and/or chemical modifications as a result of taphonomic and diagenetic processes can alter the original features, thereby necessitating comparisons with modern species. Here we report the detailed molecular composition and microanatomy of the eyes of 54-million-year-old crane-flies, which together provide a proxy for the interpretation of optical systems in some other ancient arthropods. These well-preserved visual organs comprise calcified corneal lenses that are separated by intervening spaces containing eumelanin pigment. We also show that eumelanin is present in the facet walls of living crane-flies, in which it forms the outermost ommatidial pigment shield in compound eyes incorporating a chitinous cornea. To our knowledge, this is the first record of melanic screening pigments in arthropods, and reveals a fossilization mode in insect eyes that involves a decay-resistant biochrome coupled with early diagenetic mineralization of the ommatidial lenses. The demonstrable secondary calcification of lens cuticle that was initially chitinous has implications for the proposed calcitic corneas of trilobites, which we posit are artefacts of preservation rather than a product of in vivo biomineralization4,5,6,7. Although trilobite eyes might have been partly mineralized for mechanical strength, a (more likely) organic composition would have enhanced function via gradient-index optics and increased control of lens shape.","23 Citations"
"1707307351-539","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=17","Stretchable pumps for soft machines","https://www.nature.com/articles/s41586-019-1479-6","Machines made of soft materials bridge life sciences and engineering1. Advances in soft materials have led to skin-like sensors and muscle-like actuators for soft robots and wearable devices1,2,3. Flexible or stretchable counterparts of most key mechatronic components have been developed4,5, principally using fluidically driven systems6,7,8; other reported mechanisms include electrostatic9,10,11,12, stimuli-responsive gels13,14 and thermally responsive materials such as liquid metals15,16,17 and shape-memory polymers18. Despite the widespread use of fluidic actuation, there have been few soft counterparts of pumps or compressors, limiting the portability and autonomy of soft machines4,8. Here we describe a class of soft-matter bidirectional pumps based on charge-injection electrohydrodynamics19. These solid-state pumps are flexible, stretchable, modular, scalable, quiet and rapid. By integrating the pump into a glove, we demonstrate wearable active thermal management. Embedding the pump in an inflatable structure produces a self-contained fluidic ‘muscle’. The stretchable pumps have potential uses in wearable laboratory-on-a-chip and microfluidic sensors, thermally active clothing and autonomous soft robots.","249 Citations"
"1707307356-540","https://www.nature.com/nature/research-articles?searchType=journalSearch&sort=PubDate&year=2019&page=17","Insights into ubiquitin chain architecture using Ub-clipping","https://www.nature.com/articles/s41586-019-1482-y","Protein ubiquitination is a multi-functional post-translational modification that affects all cellular processes. Its versatility arises from architecturally complex polyubiquitin chains, in which individual ubiquitin moieties may be ubiquitinated on one or multiple residues, and/or modified by phosphorylation and acetylation1,2,3. Advances in mass spectrometry have enabled the mapping of individual ubiquitin modifications that generate the ubiquitin code; however, the architecture of polyubiquitin signals has remained largely inaccessible. Here we introduce Ub-clipping as a methodology by which to understand polyubiquitin signals and architectures. Ub-clipping uses an engineered viral protease, Lbpro∗, to incompletely remove ubiquitin from substrates and leave the signature C-terminal GlyGly dipeptide attached to the modified residue; this simplifies the direct assessment of protein ubiquitination on substrates and within polyubiquitin. Monoubiquitin generated by Lbpro∗ retains GlyGly-modified residues, enabling the quantification of multiply GlyGly-modified branch-point ubiquitin. Notably, we find that a large amount (10–20%) of ubiquitin in polymers seems to exist as branched chains. Moreover, Ub-clipping enables the assessment of co-existing ubiquitin modifications. The analysis of depolarized mitochondria reveals that PINK1/parkin-mediated mitophagy predominantly exploits mono- and short-chain polyubiquitin, in which phosphorylated ubiquitin moieties are not further modified. Ub-clipping can therefore provide insight into the combinatorial complexity and architecture of the ubiquitin code.","131 Citations"
