web-scraper-order,web-scraper-start-url,URL,URL-href,abstract,Citations
"1707259676-332","https://www.nature.com/nature/research-articles?year=2016&page=29","Ancient micrometeorites suggestive of an oxygen-rich Archaean upper atmosphere","https://www.nature.com/articles/nature17678","It is widely accepted that Earth’s early atmosphere contained less than 0.001 per cent of the present-day atmospheric oxygen (O2) level, until the Great Oxidation Event resulted in a major rise in O2 concentration about 2.4 billion years ago1. There are multiple lines of evidence for low O2 concentrations on early Earth, but all previous observations relate to the composition of the lower atmosphere2 in the Archaean era; to date no method has been developed to sample the Archaean upper atmosphere. We have extracted fossil micrometeorites from limestone sedimentary rock that had accumulated slowly 2.7 billion years ago before being preserved in Australia’s Pilbara region. We propose that these micrometeorites formed when sand-sized particles entered Earth’s atmosphere and melted at altitudes of about 75 to 90 kilometres (given an atmospheric density similar to that of today3). Here we show that the FeNi metal in the resulting cosmic spherules was oxidized while molten, and quench-crystallized to form spheres of interlocking dendritic crystals primarily of magnetite (Fe3O4), with wüstite (FeO)+metal preserved in a few particles. Our model of atmospheric micrometeorite oxidation suggests that Archaean upper-atmosphere oxygen concentrations may have been close to those of the present-day Earth, and that the ratio of oxygen to carbon monoxide was sufficiently high to prevent noticeable inhibition of oxidation by carbon monoxide. The anomalous sulfur isotope (Δ33S) signature of pyrite (FeS2) in seafloor sediments from this period, which requires an anoxic surface environment4, implies that there may have been minimal mixing between the upper and lower atmosphere during the Archaean.","43 Citations"
"1707259680-333","https://www.nature.com/nature/research-articles?year=2016&page=29","Local fitness landscape of the green fluorescent protein","https://www.nature.com/articles/nature17995","Fitness landscapes1,2 depict how genotypes manifest at the phenotypic level and form the basis of our understanding of many areas of biology2,3,4,5,6,7, yet their properties remain elusive. Previous studies have analysed specific genes, often using their function as a proxy for fitness2,4, experimentally assessing the effect on function of single mutations and their combinations in a specific sequence2,5,8,9,10,11,12,13,14,15 or in different sequences2,3,5,16,17,18. However, systematic high-throughput studies of the local fitness landscape of an entire protein have not yet been reported. Here we visualize an extensive region of the local fitness landscape of the green fluorescent protein from Aequorea victoria (avGFP) by measuring the native function (fluorescence) of tens of thousands of derivative genotypes of avGFP. We show that the fitness landscape of avGFP is narrow, with 3/4 of the derivatives with a single mutation showing reduced fluorescence and half of the derivatives with four mutations being completely non-fluorescent. The narrowness is enhanced by epistasis, which was detected in up to 30% of genotypes with multiple mutations and mostly occurred through the cumulative effect of slightly deleterious mutations causing a threshold-like decrease in protein stability and a concomitant loss of fluorescence. A model of orthologous sequence divergence spanning hundreds of millions of years predicted the extent of epistasis in our data, indicating congruence between the fitness landscape properties at the local and global scales. The characterization of the local fitness landscape of avGFP has important implications for several fields including molecular evolution, population genetics and protein design.","250 Citations"
"1707259683-334","https://www.nature.com/nature/research-articles?year=2016&page=29","Site-selective and stereoselective functionalization of unactivated C–H bonds","https://www.nature.com/articles/nature17651","The laboratory synthesis of complex organic molecules relies heavily on the introduction and manipulation of functional groups, such as carbon–oxygen or carbon–halogen bonds; carbon–hydrogen bonds are far less reactive and harder to functionalize selectively. The idea of C–H functionalization, in which C–H bonds are modified at will instead of the functional groups, represents a paradigm shift in the standard logic of organic synthesis1,2,3. For this approach to be generally useful, effective strategies for site-selective C–H functionalization need to be developed. The most practical solutions to the site-selectivity problem rely on either intramolecular reactions4 or the use of directing groups within the substrate5,6,7,8. A challenging, but potentially more flexible approach, would be to use catalyst control to determine which site in a particular substrate would be functionalized9,10,11. Here we describe the use of dirhodium catalysts to achieve highly site-selective, diastereoselective and enantioselective C–H functionalization of n-alkanes and terminally substituted n-alkyl compounds. The reactions proceed in high yield, and functional groups such as halides, silanes and esters are compatible with this chemistry. These studies demonstrate that high site selectivity is possible in C–H functionalization reactions without the need for a directing or anchoring group present in the molecule.","277 Citations"
"1707259687-335","https://www.nature.com/nature/research-articles?year=2016&page=29","Strongly correlated perovskite fuel cells","https://www.nature.com/articles/nature17653","Fuel cells convert chemical energy directly into electrical energy with high efficiencies and environmental benefits, as compared with traditional heat engines1,2,3,4. Yttria-stabilized zirconia is perhaps the material with the most potential as an electrolyte in solid oxide fuel cells (SOFCs), owing to its stability and near-unity ionic transference number5. Although there exist materials with superior ionic conductivity, they are often limited by their ability to suppress electronic leakage when exposed to the reducing environment at the fuel interface. Such electronic leakage reduces fuel cell power output and the associated chemo-mechanical stresses can also lead to catastrophic fracture of electrolyte membranes6. Here we depart from traditional electrolyte design that relies on cation substitution to sustain ionic conduction. Instead, we use a perovskite nickelate as an electrolyte with high initial ionic and electronic conductivity. Since many such oxides are also correlated electron systems, we can suppress the electronic conduction through a filling-controlled Mott transition induced by spontaneous hydrogen incorporation. Using such a nickelate as the electrolyte in free-standing membrane geometry, we demonstrate a low-temperature micro-fabricated SOFC with high performance. The ionic conductivity of the nickelate perovskite is comparable to the best-performing solid electrolytes in the same temperature range, with a very low activation energy. The results present a design strategy for high-performance materials exhibiting emergent properties arising from strong electron correlations.","350 Citations"
"1707259691-336","https://www.nature.com/nature/research-articles?year=2016&page=29","Overcoming mTOR resistance mutations with a new-generation mTOR inhibitor","https://www.nature.com/articles/nature17963","Precision medicines exert selective pressure on tumour cells that leads to the preferential growth of resistant subpopulations, necessitating the development of next-generation therapies to treat the evolving cancer. The PIK3CA–AKT–mTOR pathway is one of the most commonly activated pathways in human cancers1, which has led to the development of small-molecule inhibitors that target various nodes in the pathway. Among these agents, first-generation mTOR inhibitors (rapalogs) have caused responses in ‘N-of-1’ cases, and second-generation mTOR kinase inhibitors (TORKi) are currently in clinical trials2,3,4. Here we sought to delineate the likely resistance mechanisms to existing mTOR inhibitors in human cell lines, as a guide for next-generation therapies. The mechanism of resistance to the TORKi was unusual in that intrinsic kinase activity of mTOR was increased, rather than a direct active-site mutation interfering with drug binding. Indeed, identical drug-resistant mutations have been also identified in drug-naive patients, suggesting that tumours with activating MTOR mutations will be intrinsically resistant to second-generation mTOR inhibitors. We report the development of a new class of mTOR inhibitors that overcomes resistance to existing first- and second-generation inhibitors. The third-generation mTOR inhibitor exploits the unique juxtaposition of two drug-binding pockets to create a bivalent interaction that allows inhibition of these resistant mutants.","285 Citations"
"1707259695-337","https://www.nature.com/nature/research-articles?year=2016&page=29","Carcinoma–astrocyte gap junctions promote brain metastasis by cGAMP transfer","https://www.nature.com/articles/nature18268","","537 Citations"
"1707259698-338","https://www.nature.com/nature/research-articles?year=2016&page=29","TRPV1 structures in nanodiscs reveal mechanisms of ligand and lipid action","https://www.nature.com/articles/nature17964","","562 Citations"
"1707259702-339","https://www.nature.com/nature/research-articles?year=2016&page=29","Tracing haematopoietic stem cell formation at single-cell resolution","https://www.nature.com/articles/nature17997","","242 Citations"
"1707259706-340","https://www.nature.com/nature/research-articles?year=2016&page=29","Reproducible pharmacogenomic profiling of cancer cell line panels","https://www.nature.com/articles/nature17987","The use of large-scale genomic and drug response screening of cancer cell lines depends crucially on the reproducibility of results. Here we consider two previously published screens, plus a later critique of these studies. Using independent data, we show that consistency is achievable, and provide a systematic description of the best laboratory and analysis practices for future studies.","184 Citations"
"1707259709-341","https://www.nature.com/nature/research-articles?year=2016&page=29","Repeated large-scale retreat and advance of Totten Glacier indicated by inland bed erosion","https://www.nature.com/articles/nature17447","Climate variations cause ice sheets to retreat and advance, raising or lowering sea level by metres to decametres. The basic relationship is unambiguous, but the timing, magnitude and sources of sea-level change remain unclear; in particular, the contribution of the East Antarctic Ice Sheet (EAIS) is ill defined, restricting our appreciation of potential future change. Several lines of evidence suggest possible collapse of the Totten Glacier into interior basins during past warm periods, most notably the Pliocene epoch1,2,3,4, causing several metres of sea-level rise. However, the structure and long-term evolution of the ice sheet in this region have been understood insufficiently to constrain past ice-sheet extents. Here we show that deep ice-sheet erosion—enough to expose basement rocks—has occurred in two regions: the head of the Totten Glacier, within 150 kilometres of today’s grounding line; and deep within the Sabrina Subglacial Basin, 350–550 kilometres from this grounding line. Our results, based on ICECAP aerogeophysical data, demarcate the marginal zones of two distinct quasi-stable EAIS configurations, corresponding to the ‘modern-scale’ ice sheet (with a marginal zone near the present ice-sheet margin) and the retreated ice sheet (with the marginal zone located far inland). The transitional region of 200–250 kilometres in width is less eroded, suggesting shorter-lived exposure to eroding conditions during repeated retreat–advance events, which are probably driven by ocean-forced instabilities. Representative ice-sheet models indicate that the global sea-level increase resulting from retreat in this sector can be up to 0.9 metres in the modern-scale configuration, and exceeds 2 metres in the retreated configuration.","78 Citations"
"1707259713-342","https://www.nature.com/nature/research-articles?year=2016&page=29","Charge-density analysis of an iron–sulfur protein at an ultra-high resolution of 0.48 Å","https://www.nature.com/articles/nature18001","The fine structures of proteins, such as the positions of hydrogen atoms, distributions of valence electrons and orientations of bound waters, are critical factors for determining the dynamic and chemical properties of proteins. Such information cannot be obtained by conventional protein X-ray analyses at 3.0–1.5 Å resolution, in which amino acids are fitted into atomically unresolved electron-density maps and refinement calculations are performed under strong restraints1,2. Therefore, we usually supplement the information on hydrogen atoms and valence electrons in proteins with pre-existing common knowledge obtained by chemistry in small molecules. However, even now, computational calculation of such information with quantum chemistry also tends to be difficult, especially for polynuclear metalloproteins3. Here we report a charge-density analysis of the high-potential iron–sulfur protein from the thermophilic purple bacterium Thermochromatium tepidum using X-ray data at an ultra-high resolution of 0.48 Å. Residual electron densities in the conventional refinement are assigned as valence electrons in the multipolar refinement. Iron 3d and sulfur 3p electron densities of the Fe4S4 cluster are visualized around the atoms. Such information provides the most detailed view of the valence electrons of the metal complex in the protein. The asymmetry of the iron–sulfur cluster and the protein environment suggests the structural basis of charge storing on electron transfer. Our charge-density analysis reveals many fine features around the metal complex for the first time, and will enable further theoretical and experimental studies of metalloproteins.","75 Citations"
"1707259717-343","https://www.nature.com/nature/research-articles?year=2016&page=29","Access of protective antiviral antibody to neuronal tissues requires CD4 T-cell help","https://www.nature.com/articles/nature17979","Circulating antibodies can access most tissues to mediate surveillance and elimination of invading pathogens. Immunoprivileged tissues such as the brain and the peripheral nervous system are shielded from plasma proteins by the blood–brain barrier1 and blood–nerve barrier2, respectively. Yet, circulating antibodies must somehow gain access to these tissues to mediate their antimicrobial functions. Here we examine the mechanism by which antibodies gain access to neuronal tissues to control infection. Using a mouse model of genital herpes infection, we demonstrate that both antibodies and CD4 T cells are required to protect the host after immunization at a distal site. We show that memory CD4 T cells migrate to the dorsal root ganglia and spinal cord in response to infection with herpes simplex virus type 2. Once inside these neuronal tissues, CD4 T cells secrete interferon-γ and mediate local increase in vascular permeability, enabling antibody access for viral control. A similar requirement for CD4 T cells for antibody access to the brain is observed after intranasal challenge with vesicular stomatitis virus. Our results reveal a previously unappreciated role of CD4 T cells in mobilizing antibodies to the peripheral sites of infection where they help to limit viral spread.","57 Citations"
"1707259721-344","https://www.nature.com/nature/research-articles?year=2016&page=29","Structure of the T4 baseplate and its function in triggering sheath contraction","https://www.nature.com/articles/nature17971","","180 Citations"
"1707259724-345","https://www.nature.com/nature/research-articles?year=2016&page=29","A platform for the discovery of new macrolide antibiotics","https://www.nature.com/articles/nature17967","","210 Citations"
"1707259728-346","https://www.nature.com/nature/research-articles?year=2016&page=29","Structure of spinach photosystem II–LHCII supercomplex at 3.2 Å resolution","https://www.nature.com/articles/nature18020","","381 Citations"
"1707259731-347","https://www.nature.com/nature/research-articles?year=2016&page=29","Concerted nucleophilic aromatic substitution with 19F− and 18F−","https://www.nature.com/articles/nature17667","Nucleophilic aromatic substitution (SNAr) is widely used by organic chemists to functionalize aromatic molecules, and it is the most commonly used method to generate arenes that contain 18F for use in positron-emission tomography (PET) imaging1. A wide range of nucleophiles exhibit SNAr reactivity, and the operational simplicity of the reaction means that the transformation can be conducted reliably and on large scales2. During SNAr, attack of a nucleophile at a carbon atom bearing a ‘leaving group’ leads to a negatively charged intermediate called a Meisenheimer complex. Only arenes with electron-withdrawing substituents can sufficiently stabilize the resulting build-up of negative charge during Meisenheimer complex formation, limiting the scope of SNAr reactions: the most common SNAr substrates contain strong π-acceptors in the ortho and/or para position(s)3. Here we present an unusual concerted nucleophilic aromatic substitution reaction (CSNAr) that is not limited to electron-poor arenes, because it does not proceed via a Meisenheimer intermediate. We show a phenol deoxyfluorination reaction for which CSNAr is favoured over a stepwise displacement. Mechanistic insights enabled us to develop a functional-group-tolerant 18F-deoxyfluorination reaction of phenols, which can be used to synthesize 18F-PET probes. Selective 18F introduction, without the need for the common, but cumbersome, azeotropic drying of 18F, can now be accomplished from phenols as starting materials, and provides access to 18F-labelled compounds not accessible through conventional chemistry.","199 Citations"
"1707259734-348","https://www.nature.com/nature/research-articles?year=2016&page=29","An irradiated brown-dwarf companion to an accreting white dwarf","https://www.nature.com/articles/nature17952","Interacting compact binary systems provide a natural laboratory in which to study irradiated substellar objects. As the mass-losing secondary (donor) in these systems makes a transition from the stellar to the substellar regime, it is also irradiated by the primary (compact accretor)1,2. The internal and external energy fluxes are both expected to be comparable in these objects, providing access to an unexplored irradiation regime. The atmospheric properties of donors are largely unknown3, but could be modified by the irradiation. To constrain models of donor atmospheres, it is necessary to obtain accurate observational estimates of their physical properties (masses, radii, temperatures and albedos). Here we report the spectroscopic detection and characterization of an irradiated substellar donor in an accreting white-dwarf binary system. Our near-infrared observations allow us to determine a model-independent mass estimate for the donor of 0.055 ± 0.008 solar masses and an average spectral type of L1 ± 1, supporting both theoretical predictions and model-dependent observational constraints that suggest that the donor is a brown dwarf. Our time-resolved data also allow us to estimate the average irradiation-induced temperature difference between the dayside and nightside of the substellar donor (57 kelvin) and the maximum difference between the hottest and coolest parts of its surface (200 kelvin). The observations are well described by a simple geometric reprocessing model with a bolometric (Bond) albedo of less than 0.54 at the 2σ confidence level, consistent with high reprocessing efficiency, but poor lateral heat redistribution in the atmosphere of the brown-dwarf donor4,5. These results add to our knowledge of binary evolution, in that the donor has survived the transition from the stellar to the substellar regime, and of substellar atmospheres, in that we have been able to test a regime in which the irradiation and the internal energy of a brown dwarf are comparable.","32 Citations"
"1707259738-349","https://www.nature.com/nature/research-articles?year=2016&page=29","Metastable high-entropy dual-phase alloys overcome the strength–ductility trade-off","https://www.nature.com/articles/nature17981","Metals have been mankind’s most essential materials for thousands of years; however, their use is affected by ecological and economical concerns. Alloys with higher strength and ductility could alleviate some of these concerns by reducing weight and improving energy efficiency. However, most metallurgical mechanisms for increasing strength lead to ductility loss, an effect referred to as the strength–ductility trade-off1,2. Here we present a metastability-engineering strategy in which we design nanostructured, bulk high-entropy alloys with multiple compositionally equivalent high-entropy phases. High-entropy alloys were originally proposed to benefit from phase stabilization through entropy maximization3,4,5,6. Yet here, motivated by recent work that relaxes the strict restrictions on high-entropy alloy compositions by demonstrating the weakness of this connection7,8,9,10,11, the concept is overturned. We decrease phase stability to achieve two key benefits: interface hardening due to a dual-phase microstructure (resulting from reduced thermal stability of the high-temperature phase12); and transformation-induced hardening (resulting from the reduced mechanical stability of the room-temperature phase13). This combines the best of two worlds: extensive hardening due to the decreased phase stability known from advanced steels14,15 and massive solid-solution strengthening of high-entropy alloys3. In our transformation-induced plasticity-assisted, dual-phase high-entropy alloy (TRIP-DP-HEA), these two contributions lead respectively to enhanced trans-grain and inter-grain slip resistance, and hence, increased strength. Moreover, the increased strain hardening capacity that is enabled by dislocation hardening of the stable phase and transformation-induced hardening of the metastable phase produces increased ductility. This combined increase in strength and ductility distinguishes the TRIP-DP-HEA alloy from other recently developed structural materials16,17. This metastability-engineering strategy should thus usefully guide design in the near-infinite compositional space of high-entropy alloys.","2172 Citations"
"1707259741-350","https://www.nature.com/nature/research-articles?year=2016&page=29","No observable conformational changes in PSII","https://www.nature.com/articles/nature17983","","30 Citations"
"1707259748-351","https://www.nature.com/nature/research-articles?year=2016&page=28","A shared neural ensemble links distinct contextual memories encoded close in time","https://www.nature.com/articles/nature17955","Recent studies suggest that a shared neural ensemble may link distinct memories encoded close in time1,2,3,4,5,6,7,8,9,10,11,12. According to the memory allocation hypothesis1,2, learning triggers a temporary increase in neuronal excitability13,14,15 that biases the representation of a subsequent memory to the neuronal ensemble encoding the first memory, such that recall of one memory increases the likelihood of recalling the other memory. Here we show in mice that the overlap between the hippocampal CA1 ensembles activated by two distinct contexts acquired within a day is higher than when they are separated by a week. Several findings indicate that this overlap of neuronal ensembles links two contextual memories. First, fear paired with one context is transferred to a neutral context when the two contexts are acquired within a day but not across a week. Second, the first memory strengthens the second memory within a day but not across a week. Older mice, known to have lower CA1 excitability15,16, do not show the overlap between ensembles, the transfer of fear between contexts, or the strengthening of the second memory. Finally, in aged mice, increasing cellular excitability and activating a common ensemble of CA1 neurons during two distinct context exposures rescued the deficit in linking memories. Taken together, these findings demonstrate that contextual memories encoded close in time are linked by directing storage into overlapping ensembles. Alteration of these processes by ageing could affect the temporal structure of memories, thus impairing efficient recall of related information.","478 Citations"
"1707259751-352","https://www.nature.com/nature/research-articles?year=2016&page=28","Aberrant PD-L1 expression through 3′-UTR disruption in multiple cancers","https://www.nature.com/articles/nature18294","Successful treatment of many patients with advanced cancer using antibodies against programmed cell death 1 (PD-1; also known as PDCD1) and its ligand (PD-L1; also known as CD274) has highlighted the critical importance of PD-1/PD-L1-mediated immune escape in cancer development1,2,3,4,5,6. However, the genetic basis for the immune escape has not been fully elucidated, with the exception of elevated PD-L1 expression by gene amplification and utilization of an ectopic promoter by translocation, as reported in Hodgkin and other B-cell lymphomas, as well as stomach adenocarcinoma6,7,8,9,10. Here we show a unique genetic mechanism of immune escape caused by structural variations (SVs) commonly disrupting the 3′ region of the PD-L1 gene. Widely affecting multiple common human cancer types, including adult T-cell leukaemia/lymphoma (27%), diffuse large B-cell lymphoma (8%), and stomach adenocarcinoma (2%), these SVs invariably lead to a marked elevation of aberrant PD-L1 transcripts that are stabilized by truncation of the 3′-untranslated region (UTR). Disruption of the Pd-l1 3′-UTR in mice enables immune evasion of EG7-OVA tumour cells with elevated Pd-l1 expression in vivo, which is effectively inhibited by Pd-1/Pd-l1 blockade, supporting the role of relevant SVs in clonal selection through immune evasion. Our findings not only unmask a novel regulatory mechanism of PD-L1 expression, but also suggest that PD-L1 3′-UTR disruption could serve as a genetic marker to identify cancers that actively evade anti-tumour immunity through PD-L1 overexpression.","445 Citations"
"1707259755-353","https://www.nature.com/nature/research-articles?year=2016&page=28","Seafloor geodetic constraints on interplate coupling of the Nankai Trough megathrust zone","https://www.nature.com/articles/nature17632","Interplate megathrust earthquakes have inflicted catastrophic damage on human society. Such an earthquake is predicted to occur in the near future along the Nankai Trough off southwestern Japan—an economically active and densely populated area in which megathrust earthquakes have already occurred1,2,3,4,5. Megathrust earthquakes are the result of a plate-subduction mechanism and occur at slip-deficit regions (also known as ‘coupling’ regions)6,7, where friction prevents plates from slipping against each other and the accumulated energy is eventually released forcefully. Many studies have attempted to capture distributions of slip-deficit rates (SDRs) in order to predict earthquakes8,9,10. However, these studies could not obtain a complete view of the earthquake source region, because they had no seafloor geodetic data. The Hydrographic and Oceanographic Department of the Japan Coast Guard (JHOD) has been developing a precise and sustainable seafloor geodetic observation network11 in this subduction zone to obtain information related to offshore SDRs. Here, we present seafloor geodetic observation data and an offshore interplate SDR-distribution model. Our data suggest that most offshore regions in this subduction zone have positive SDRs. Specifically, our observations indicate previously unknown regions of high SDR that will be important for tsunami disaster mitigation, and regions of low SDR that are consistent with distributions of shallow slow earthquakes and subducting seamounts. This is the first direct evidence that coupling conditions might be related to these seismological and geological phenomena. Our findings provide information for inferring megathrust earthquake scenarios and interpreting research on the Nankai Trough subduction zone.","182 Citations"
"1707259759-354","https://www.nature.com/nature/research-articles?year=2016&page=28","Attosecond nonlinear polarization and light–matter energy transfer in solids","https://www.nature.com/articles/nature17650","Electric-field-induced charge separation (polarization) is the most fundamental manifestation of the interaction of light with matter and a phenomenon of great technological relevance. Nonlinear optical polarization1,2 produces coherent radiation in spectral ranges inaccessible by lasers and constitutes the key to ultimate-speed signal manipulation. Terahertz techniques3,4,5,6,7,8 have provided experimental access to this important observable up to frequencies of several terahertz9,10,11,12,13. Here we demonstrate that attosecond metrology14 extends the resolution to petahertz frequencies of visible light. Attosecond polarization spectroscopy allows measurement of the response of the electronic system of silica to strong (more than one volt per ångström) few-cycle optical (about 750 nanometres) fields. Our proof-of-concept study provides time-resolved insight into the attosecond nonlinear polarization and the light–matter energy transfer dynamics behind the optical Kerr effect and multi-photon absorption. Timing the nonlinear polarization relative to the driving laser electric field with sub-30-attosecond accuracy yields direct quantitative access to both the reversible and irreversible energy exchange between visible–infrared light and electrons. Quantitative determination of dissipation within a signal manipulation cycle of only a few femtoseconds duration (by measurement and ab initio calculation) reveals the feasibility of dielectric optical switching at clock rates above 100 terahertz. The observed sub-femtosecond rise of energy transfer from the field to the material (for a peak electric field strength exceeding 2.5 volts per ångström) in turn indicates the viability of petahertz-bandwidth metrology with a solid-state device.","168 Citations"
"1707259762-355","https://www.nature.com/nature/research-articles?year=2016&page=28","Pitx2 promotes heart repair by activating the antioxidant response after cardiac injury","https://www.nature.com/articles/nature17959","Myocardial infarction results in compromised myocardial function and heart failure owing to insufficient cardiomyocyte self-renewal1. Unlike many vertebrates, mammalian hearts have only a transient neonatal renewal capacity2. Reactivating primitive reparative ability in the mature mammalian heart requires knowledge of the mechanisms that promote early heart repair. By testing an established Hippo-deficient heart regeneration mouse model for factors that promote renewal, here we show that the expression of Pitx2 is induced in injured, Hippo-deficient ventricles. Pitx2-deficient neonatal mouse hearts failed to repair after apex resection, whereas adult mouse cardiomyocytes with Pitx2 gain-of-function efficiently regenerated after myocardial infarction. Genomic analyses indicated that Pitx2 activated genes encoding electron transport chain components and reactive oxygen species scavengers. A subset of Pitx2 target genes was cooperatively regulated with the Hippo pathway effector Yap. Furthermore, Nrf2, a regulator of the antioxidant response3, directly regulated the expression and subcellular localization of Pitx2. Pitx2 mutant myocardium had increased levels of reactive oxygen species, while antioxidant supplementation suppressed the Pitx2 loss-of-function phenotype. These findings reveal a genetic pathway activated by tissue damage that is essential for cardiac repair.","184 Citations"
"1707259766-356","https://www.nature.com/nature/research-articles?year=2016&page=28","Structural basis of N6-adenosine methylation by the METTL3–METTL14 complex","https://www.nature.com/articles/nature18298","Chemical modifications of RNA have essential roles in a vast range of cellular processes1,2,3. N6-methyladenosine (m6A) is an abundant internal modification in messenger RNA and long non-coding RNA that can be dynamically added and removed by RNA methyltransferases (MTases) and demethylases, respectively2,3,4,5. An MTase complex comprising methyltransferase-like 3 (METTL3) and methyltransferase-like 14 (METTL14) efficiently catalyses methyl group transfer6,7. In contrast to the well-studied DNA MTase8, the exact roles of these two RNA MTases in the complex remain to be elucidated. Here we report the crystal structures of the METTL3–METTL14 heterodimer with MTase domains in the ligand-free, S-adenosyl methionine (AdoMet)-bound and S-adenosyl homocysteine (AdoHcy)-bound states, with resolutions of 1.9, 1.71 and 1.61 Å, respectively. Both METTL3 and METTL14 adopt a class I MTase fold and they interact with each other via an extensive hydrogen bonding network, generating a positively charged groove. Notably, AdoMet was observed in only the METTL3 pocket and not in METTL14. Combined with biochemical analysis, these results suggest that in the m6A MTase complex, METTL3 primarily functions as the catalytic core, while METTL14 serves as an RNA-binding platform, reminiscent of the target recognition domain of DNA N6-adenine MTase9,10. This structural information provides an important framework for the functional investigation of m6A.","648 Citations"
"1707259770-357","https://www.nature.com/nature/research-articles?year=2016&page=28","Suppressing star formation in quiescent galaxies with supermassive black hole winds","https://www.nature.com/articles/nature18006","Quiescent galaxies with little or no ongoing star formation dominate the population of galaxies with masses above 2 × 1010 times that of the Sun; the number of quiescent galaxies has increased by a factor of about 25 over the past ten billion years (refs 1, 2, 3, 4). Once star formation has been shut down, perhaps during the quasar phase of rapid accretion onto a supermassive black hole5,6,7, an unknown mechanism must remove or heat the gas that is subsequently accreted from either stellar mass loss8 or mergers and that would otherwise cool to form stars9,10. Energy output from a black hole accreting at a low rate has been proposed11,12,13, but observational evidence for this in the form of expanding hot gas shells is indirect and limited to radio galaxies at the centres of clusters14,15, which are too rare to explain the vast majority of the quiescent population16. Here we report bisymmetric emission features co-aligned with strong ionized-gas velocity gradients from which we infer the presence of centrally driven winds in typical quiescent galaxies that host low-luminosity active nuclei. These galaxies are surprisingly common, accounting for as much as ten per cent of the quiescent population with masses around 2 × 1010 times that of the Sun. In a prototypical example, we calculate that the energy input from the galaxy’s low-level active supermassive black hole is capable of driving the observed wind, which contains sufficient mechanical energy to heat ambient, cooler gas (also detected) and thereby suppress star formation.","143 Citations"
"1707259777-358","https://www.nature.com/nature/research-articles?year=2016&page=28","Ion-induced nucleation of pure biogenic particles","https://www.nature.com/articles/nature17953","","448 Citations"
"1707259781-359","https://www.nature.com/nature/research-articles?year=2016&page=28","Competitive growth in a cooperative mammal","https://www.nature.com/articles/nature17986","In many animal societies where hierarchies govern access to reproduction, the social rank of individuals is related to their age and weight1,2,3,4,5 and slow-growing animals may lose their place in breeding queues to younger ‘challengers’ that grow faster5,6. The threat of being displaced might be expected to favour the evolution of competitive growth strategies, where individuals increase their own rate of growth in response to increases in the growth of potential rivals. Although growth rates have been shown to vary in relation to changes in the social environment in several vertebrates including fish2,3,7 and mammals8, it is not yet known whether individuals increase their growth rates in response to increases in the growth of particular reproductive rivals. Here we show that, in wild Kalahari meerkats (Suricata suricatta), subordinates of both sexes respond to experimentally induced increases in the growth of same-sex rivals by raising their own growth rate and food intake. In addition, when individuals acquire dominant status, they show a secondary period of accelerated growth whose magnitude increases if the difference between their own weight and that of the heaviest subordinate of the same sex in their group is small. Our results show that individuals adjust their growth to the size of their closest competitor and raise the possibility that similar plastic responses to the risk of competition may occur in other social mammals, including domestic animals and primates.","78 Citations"
"1707259784-360","https://www.nature.com/nature/research-articles?year=2016&page=28","Oil sands operations as a large source of secondary organic aerosols","https://www.nature.com/articles/nature17646","Worldwide heavy oil and bitumen deposits amount to 9 trillion barrels of oil distributed in over 280 basins around the world1, with Canada home to oil sands deposits of 1.7 trillion barrels2. The global development of this resource and the increase in oil production from oil sands has caused environmental concerns over the presence of toxic compounds in nearby ecosystems3,4 and acid deposition5,6. The contribution of oil sands exploration to secondary organic aerosol formation, an important component of atmospheric particulate matter that affects air quality and climate7, remains poorly understood. Here we use data from airborne measurements over the Canadian oil sands, laboratory experiments and a box-model study to provide a quantitative assessment of the magnitude of secondary organic aerosol production from oil sands emissions. We find that the evaporation and atmospheric oxidation of low-volatility organic vapours from the mined oil sands material is directly responsible for the majority of the observed secondary organic aerosol mass. The resultant production rates of 45–84 tonnes per day make the oil sands one of the largest sources of anthropogenic secondary organic aerosols in North America. Heavy oil and bitumen account for over ten per cent of global oil production today8, and this figure continues to grow9. Our findings suggest that the production of the more viscous crude oils could be a large source of secondary organic aerosols in many production and refining regions worldwide, and that such production should be considered when assessing the environmental impacts of current and planned bitumen and heavy oil extraction projects globally.","111 Citations"
