"Title","Year","Source title","Cited by","Link","Abstract"
"An Experimental Comparison of Approaches to Training Insight","2019","Creativity","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083647494&doi=10.1515%2fctra-2019-0010&partnerID=40&md5=160258dfd44f563c05080be408eb23f9","The purpose of the research was to investigate different types of training in insight problem solving. In doing so, we reviewed the literature on experimental tests of procedures for training insight problem solving. The results revealed that most procedures focused either on restructuring or divergent thinking, and provided some evidence for the effectiveness of both approaches. However, we found no studies that compared the effects of the two approaches. The article reports two experiments that compared different training procedures based on restructuring and divergent thinking. For the latter, the methods focused separately on fluency, flexibility and originality training. The first experiment compared a restructuring approach with fluency training and a placebo control condition. The results indicated that the restructuring training was significantly more effective than the others, but only when instructions were verbal, not in script form. The second experiment compared restructuring training with flexibility, fluency and originality training, all presented in script form, and the results indicated that the restructuring training was significantly more effective than both fluency training and flexibility training. Implications for future research are discussed. © 2019 James N. MacGregor et al., published by Sciendo 2019."
"Novel 4-hydroxy-N'-[(1E)-substituted-phenylmethylidene] benzohydrazide analogs (hydrazones) as potent antibacterial and anti-oxidant agents","2019","Journal of Applied Pharmaceutical Science","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083464245&doi=10.7324%2fJAPS.2019.91203&partnerID=40&md5=9cd8612a03e0bef5f66d1ec556929a33","In the present study, a series of 4-hydroxy-N'-[(1E)-substituted-phenylmethylidene] benzohydrazide analogs was synthesized, characterized, and evaluated for their antibacterial and anti-oxidant activity. All the tested compounds show high antibacterial activity with compound AR7, N'-(3,4,5-trimethoxybenzylidene)-4-hydroxybenzohydrazide as the most active compound, whereas compounds AR10 (hydrogen peroxide scavenging) and AR8 (2,2-diphenyl-1-picrylhydrazyl radical scavenging activity method) were found to possess maximum anti-oxidant activity indicating that different mechanisms are involved in different anti-oxidant determination methods. © 2019 Jasmine Chaudhary et al."
"When do we need more than local compression to control intraoral haemorrhage?","2019","Journal of the Korean Association of Oral and Maxillofacial Surgeons","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083593174&doi=10.5125%2fjkaoms.2019.45.6.343&partnerID=40&md5=cc03a66929884bd289448a840e493c41","Objectives: The aims of this study were to determine the effectiveness of local compression in patients presenting to the emergency room with intraoral bleeding and to identify when complex haemostatic measures may be required. Materials and Methods: Five hundred forty patients who had experienced intraoral haemorrhage were retrospectively reviewed. The outcome variable was the haemostasis method used, i.e., simple (local compression with gauze) or complex (an alternative method after local compression has failed). Predictor variables were sex, age, American Society of Anesthesiologists (ASA) class, hepatic cirrhosis, bleeding disorder, use of antithrombotic agents, and site/cause of haemorrhage. Results: The mean patient age was 48.9±23.9 years, 53.5% were male, 42.8% were ASA class II or higher, and 23.7% were taking antithrombotic agents. Local compression was used most often (68.1%), followed by local haemostatic agents, sutures, systemic tranexamic acid or blood products, and electrocautery. The most common site of bleeding was the gingiva (91.7%), and the most common cause was tooth extraction (45.7%). Risk factors for needing a complex haemostasis method were use of antithrombotic agents (odds ratio 2.047, P=0.009) and minor oral surgery (excluding extraction and implant procedures; odds ratio 6.081, P=0.001). Conclusion: A haemostasis method other than local compression may be needed in patients taking antithrombotic agents or having undergone minor oral surgery. © 2019 The Korean Association of Oral and Maxillofacial Surgeons. All rights reserved."
"The use of linear mixed effects models to investigate local adaptation in marine fish subpopulations: Case study, changing spawning times of common sole (Solea solea)","2019","ICES Journal of Marine Science","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083801895&doi=10.1093%2ficesjms%2ffsz175&partnerID=40&md5=5614cd9f51bc114e1a058280dfad82d1","Populations along environmental gradients have the potential to adapt to their own local environments. It is important to understand these adaptations in fisheries stocks to fully inform fisheries management strategies. With this is mind, sea temperatures are an important cue in timing for many marine species, including sole in the North-East Atlantic Ocean. We used spawning data and modelled sea surface temperature (SST) data from sole subpopulations to examine the possibility of local adaptation of their spawning times to rising temperature. Climate window analysis was used, in a linear mixed model using mean spawning week and SST, to investigate statistically significant differences between subpopulations of sole. There was no evidence of local adaptation to changing temperatures for these subpopulations. This suggests that their spawning-time reaction to changing temperatures is currently due to their subpopulation's mean plasticity. Using climate window analysis and modelled temperature data we have demonstrated a method of examining spawning changes in marine populations along a temperature gradient. Recruitment and spawning success are key elements of fisheries population models which contribute to fisheries management. Further understanding of the influence of temperature on recruitment will help inform future modelling. © 2019 International Council for the Exploration of the Sea 2019. All rights reserved."
"Effect of rutin on angiotensin II-induced cardiomyocyte hypertrophy and the inherent mechanism","2019","Analytical and Quantitative Cytopathology and Histopathology","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083962658&partnerID=40&md5=b14dd59a1c5915dcbee834155e9b9190","Objective: To establish a cardiomyocyte hypertro-phy model, observe the effects of rutin on hypertrophic cardiomyocytes, and explore the possible mechanism. Methods: Cardiomyocytes of neonatal rats were cultured in vitro. The survival rate of cardiomyocytes was observed by CCK-8 method. The surface area of myocardial cells and the concentration of intracellular calcium ions were detected by laser confocal microscopy. The activity of Ca2+ ATPase was determined by the enzymatic reaction of broken cells. The expressions of Ca MKII, HDAC, c-Jun, ANP, BNP, β-MHC, Ca N, and NFAT-3 proteins were detected by western blot. The concentration of nitric oxide (NO) and the activity of NOS were determined by colorimetry. Results: Different concentrations of rutin could in-hibit the decrease of survival rate of cardiomyocytes induced by Angiotensin II (Ang II), the increase of the surface area, the increase of the Ca2+ concentration in cardiomyocytes, and the decrease of the activity of Ca2+ ATPase, the increment of the relative expressions of Ca MKII, HDAC, Ca N, and NFAT-3 proteins, and the increase of the relative expressions of c-Jun, ANP, BNP, and β-MHC proteins. The decrease in NO concentration and NOS activity also has been inhibited to a certain degree. Conclusion: Rutin has significant inhibitory and protective effects on Ang II-induced hypertrophic cardiomyocytes, and the mechanism may be related with the release of NO, the regulation of intracellular Ca2+ concentration and Ca2+ ATPase activity, as well as the block of calcium ion-mediated Ca N-NFAT-3 and the Ca MK II-HDAC signal transduction pathways. © 2019 Science Printers and Publishers."
"A Beaded Scarab in the Victoria and Albert Museum","2019","Journal of Egyptian Archaeology","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083804921&doi=10.1177%2f0307513319899955&partnerID=40&md5=57baa83b68a0847e8e21b882aa98db09","This article is the publication of a beaded scarab from a mummy-net, excavated at Lahun in 1889–90 and donated to the Victoria and Albert Museum. © The Author(s) 2020."
"Coalitional Stability Conditions in Multicriteria Dynamic Games","2019","Proceedings of the Steklov Institute of Mathematics","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083247698&doi=10.1134%2fS0081543819070083&partnerID=40&md5=3d3c138de9229f0d81e1efd39d1e3140","We study the stability of coalitions in multicriteria dynamic games. We use the bargaining construction (Nash product) to obtain a noncooperative equilibrium and the Nash bargaining scheme for the entire duration of the game to find a cooperative solution. Conditions for the internal and external stability are extended to dynamic games with vector payoff functions. The notion of coalitional stability, which takes into account the stimuli for the players to transfer to other coalitions, is introduced. To illustrate the presented approach, we consider a multicriteria dynamic model of bioresource management. Conditions for the internal, external, and coalitional stability are presented. © 2019, Pleiades Publishing, Ltd."
"Proteocephalus southwelli sp. n. (Platyhelminthes: Cestoidea) from a Freshwater Fish, Aorichthys seenghala in West Bengal, India, with a Review of the Genus","2019","Proceedings of the Zoological Society","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083245794&doi=10.1007%2fs12595-018-0262-2&partnerID=40&md5=ca54eea40a5b98b2c8ab04f6afe9bc21","The genus Proteocephalus Weinland, 1858 contains 31 valid species. In this paper Proteocephalus southwelli sp. n., obtained from the intestine of a freshwater fish Aorichthys seenghala in West Bengal, India, is described. The species is characterized by a triangular scolex, presence of fifth apical sucker measuring 0.09 × 0.10 mm, 45–50 numbers of testes and uterus with median stem, branching into 20–25 lateral diverticulae. © 2018, Zoological Society, Kolkata, India."
"Development of the smart mat with IoT applied technology","2019","International Journal of Fuzzy Logic and Intelligent Systems","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084118819&doi=10.5391%2fIJFIS.2019.19.4.342&partnerID=40&md5=d8244830389fce35b310e6a2afd8bb66","In this study, we developed a smart mat with Internet of Things applied technology. The smart mat system composed of the hardware and software. The hardware contains multiple sensors connected to wireless network to transmit data from sensors to remote server. Also, the system can set the temperature at the optimal sleeping condition using a microcomputer. Furthermore, it can control the precision temperature controller at the unit of 1 grade and can control the controller at the minimum grade of 25-55. And the sensing data from smart mat are for remote monitoring of the elderly living alone or healthcare users, and a system model that can collect data on bedtime, wakeup time, and sleep quality. We developed an algorithm which could decides the status of sleep according to data from the sensors of the smart mat. There are nine types of status flags, which have the values from 1 to 9. This system can process the recorded contents and send the data to the smartphone application of the caregivers in real time for remote monitoring. Also, we developed the management system on the web to check the device status, permission, custom information, user information, and raw data. © 2019, The Korean Institute of Intelligent Systems."
"Acth is a rescue treatment for intractable Trigeminal neuralgia","2019","Annals of Tropical Medicine and Public Health","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083251399&doi=10.36295%2fASRO.2019.22122&partnerID=40&md5=6e9ca6fba25d3db785160744ed8fe64d","Trigeminal neuralgia (TN)is a common disease impairing quality of life. It's still difficult to control. The predicted site of pain ectopic impulses is local demyelination at root entry attributed to compression by a adjacent blood vessel. Brain cells are target and source of melanocortins. A number of studies validated the neuroprotective and Immunoregulation properties of neuronal melanocortin receptors. This study was attempting treatment of severe TN by ACTH. The study included 26 Trigeminal neuralgia patients meeting the diagnostic criteria of Headache Classification Committee of the International Headache Society in whom pain is not controlled by anordinary TN drugs. Their Numering Rating Scale (NRS-11) score were 7 or more. Each patient counted the number of pain attacks by a Finger-Held Digital counter for 1 day before receiving ACTH )Tetracosactide acetate Depot ampoule 1mg/ml(by a single intramuscular daily injection for 3consecutive days. Patients were followed up at days 4th, 10th and 28th by counting the number of pain attacksand pain intensity by(NRS-11). For all patients There was a decline of 30 (45.9%), 39 (57.3%) and 46 (67.6%) of mean number of pain attacks /day (npa/d) at 4th, 10th and 28th days respectively. Furthermore number of patients have reduction of more than 50% of pretreatment npa/d were 10 (38.5%), 12 (46.2%) and 15 (57.7%) at 4th, 10th and 28th days consecutively. And 11 (42.3%), 13 (50%) and 14 (53.8%) patients had a drop of (NRS-11) score below 3 at days 4th, 10th and 28th after ACTH injections sequentially. ACTH injections significantly improve pain of sever Trigeminal neuralgia. © 2019 Annals of Tropical Medicine & Public Health."
"The Legal Framework for UK Aid after Brexit","2019","Current Legal Problems","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083727240&doi=10.1093%2fclp%2fcuz006&partnerID=40&md5=eb395cf345c08777259255cdc90e27ed","Since 2015, when the UK legislated a target for aid spending, the nature of its spending on official development assistance has changed significantly. Government departments not traditionally associated with spending aid have found themselves in charge of disbursing aid funds as a result of that year's spending review. The vote to exit the European Union has subsequently introduced a number of uncertainties. What considerations will be at play in UK aid spending after Brexit? What will become of official development assistance currently spent through European mechanisms? In what sort of configuration might the Department for International Development and other government departments find themselves? The focus of this paper is on how the vote to leave the European Union might affect the way the UK spends aid. It asks whether the legal framework for this spending is robust enough to withstand the demands that a new post-Brexit political and economic context will make. © 2019 The Author(s). Published by Oxford University Press on behalf of Faculty of Laws, University College London. All rights reserved."
"The impact of special exercises on developing kinetic compatibility and fitness and its reflection on the accuracy of performing serving and sky ball serving"" star trek"" skills in volleyball","2019","Annals of Tropical Medicine and Public Health","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083251559&doi=10.36295%2fASRO.2019.221229&partnerID=40&md5=c1006248165af9cefeec6bd2505262f3","Volleyball is one of the collective sports that depend greatly on the spiker's abilities to master the kinetic and basic skills. It is a sport that requires a great deal of compatibility and fitness to acquire the perfect and elaborate kinetic skills with high accuracy for quickly, accurately and smoothly performance in order to carry out the required kinetic duty. The research aimed to: -Identify the players' kinetic compatibility and fitness level and their reflection on the performance accuracy of serving and star trek skills in volleyball. -Preparing special exercises for improving the kinetic compatibility and fitness and their reflection on the performance accuracy of serving and star trek skills in volleyball. -Identify the impacts of the special exercises on improving the kinetic compatibility and fitness and their reflection on the performance accuracy of serving and star trek skills in volleyball. The most significant conclusions that the research figured out are: 1-There are significant differences between the pre- and post tests for the research groups in all research variables in favor of the post tests. 2- There are significant differences between the post tests for the research groups in all research variables in favor of the experimental group. © 2019 Annals of Tropical Medicine & Public Health."
"Ageing society and China’s welfare regime: Examining the sub-national variations in pension provision (2005-2015)","2019","International Journal of China Studies","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084087222&partnerID=40&md5=4b71f04ba9807b1c56f16059ebc9ad00","Most research focussing on the welfare state is based on the assumption that welfare regimes are homogenous entities. However, substantial local differences exist in the provision of welfare services. This paper examines the factors causing marked regional differences in pension provision in China. The study finds that pension provision is segmented across four regional clusters depending on the level of pension coverage and generosity. The analysis reveals that regional fiscal capacity is the strongest predictor of pension differences across the four clusters which in turn is a consequence of the institutional stickiness from the policy priorities generated through the economic reforms. This path dependent mode of policy making is reflected along the two gauges of preferential policy index and location quotient of regional industrial development. The welfare regionalism in case of pension provision in China is thus explained by the economic regionalism of geographic conditions and local opportunity. © 2019, Institute of China Studies. All rights reserved."
"Ocean turbulence estimation using fast-response thermistor with a free-fall vertical microstructure profiler","2019","Taiwan Water Conservancy","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083362383&partnerID=40&md5=d48b22c2529a291db2d0f3c4b9c834a2","The newly designed ocean turbulence free-fall vertical microstructure profiler (FVMP) developed by Ocean University of China (OUC) had been successfully deployed in the Western Pacific with the descend speed of 0.35-0.4 m/s. During the observation period, the signals collected by the FVMP included both temperature microstructure and two perpendicular components of horizontal velocity shear microstructure of every vertical profile. By analyzing the attitude of the FVMP, the results suggest that the platform satisfies the requirements of stability. Estimation of ocean turbulence with a fast-response thermistor is examined by comparing the energy dissipation rate εT from a FP07 thermistor with ε from a shear probe, both of which are attached to the free-fall microstructure profiler. The power spectrum curves of the observed temperature microstructure signals match well with the theoretical spectrum and the calculated turbulence dissipation rates are 10-8-10-9 W kg-1 approximately. Hence it could be available to estimate ocean turbulence using fast-response thermistors with the FVMP, which extends the possibility to obtain much more turbulence data in deep and wide oceans. © 2020."
"Importance of various skin sutures in cheiloplasty of cleft lip","2019","Journal of the Korean Association of Oral and Maxillofacial Surgeons","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083553289&doi=10.5125%2fjkaoms.2019.45.6.374&partnerID=40&md5=ee313a80ec4e89cc86557e632dea76a1","Last week, after our receiving online journal regarding Journal of the Korean Association of Oral and Maxillofacial Surgeons, we found a recently published original article by Alawode et al., entitled “A comparative study of immediate wound healing complications following cleft lip repair using either absorbable or non-absorbable skin sutures”. Although this clinical article was well written and provided a great deal of information regarding the suture materials in the cleft lip repair, I would like to add a few additional comments based on the importance of skin suture during cheiloplasties in the primary cleft lip or secondary revision patients with representative figures. © 2019 The Korean Association of Oral and Maxillofacial Surgeons. All rights reserved."
"The effect of exercise time in three different time (Morning, afternoon, evening) on lung vital capacity reviewed from meteorology parameters","2019","Annals of Tropical Medicine and Public Health","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083254396&doi=10.36295%2fASRO.2019.221143&partnerID=40&md5=53905e39997afcb275ddd75cbd1b3c94","Objectives: Lebak Siliwangi Sports Center or Ganesa Sports Facility (SARAGA) ITB is a miniature of Bandung because it is located in a basin area and it has a tendency to be exposed to air pollution from motor vehicles. Thus it is necessary to do a study of the air pollution effects on health of people who do sports activities at SARAGA ITB. Methods: The research methodology used is a quantitative descriptive method. The sample of this study is thirty (30) visitors of SARAGA who routinely exercise in the morning, afternoon and evening using purposive sampling. The researcher measure their lung vital capacity before and after exercising with the SP10 ContecTM Spirometer. Meteorological parameters were measured at each exercise time using Laser Egg Origins Smart Air Quality Monitor for PM 2.5, while temperature and humidity were measured using the Weather Station W200. Results: The results of this study consecutively are, from meteorology parameter is PM2.5, temperature and humidity in terms of exercise time (in the morning, afternoon and evening)is in the morning PM.2.5 (10), the temperatureis 28°C, the humidity is55%; in the afternoon is PM.2.5 (29) with the temperatureof 25.1°C, and thehumidity is 77%; in the evening is PM.2.5 (94), thetemperature is 21.7°C, and the humidity is 89%. While the lung vital capacity on the three exercise time (morning, afternoon and evening) experience a significant momentary decline with p-value < 0.05, with a morning value as much (3.49:3.22), in the afternoon as much (3.48:3.20), and in the evening as much (3.58:3.39). Conclusions: In conclusion, the peak PM 2.5 air pollution occurs at night, but this does not directly affect the decreased lung vital capacity shortly after doing exercise. However, the factors that need to be considered are temperature/UV index and air humidity because these two factors have a relationship with the decreased lung vital capacity shortly after exercise. © 2019 Annals of Tropical Medicine & Public Health."
"Microstructure and UV Fluorescence of Amorphous I/Au Composite Nanofilms Based on LVDCS Method","2019","Journal Wuhan University of Technology, Materials Science Edition","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083487479&doi=10.1007%2fs11595-018-2186-8&partnerID=40&md5=770c9313f4a3a66e2ca620ae3ec351aa","The amorphous I/Au composite nanoflms were prepared by low vacuum direct current sputtering (LVDCS) method. The optimized preparation technologies contain growth pressure, time, gaseous environment and annealing conditions. The maximum fuorescence emission (λem max) of I/Au nanoflms was observed at wavelength of 375 nm, and the intensity of fuorescence emission peak of annealed I/Au flms was smaller than that of unannealed one due to fewer amorphous Au nanoparticles, caused by annealing treatment. In the UV-Vis absorption spectra, the intensity of UV-Vis absorption peak of annealed I/ Au nanoflms is larger than that of the unannealed one. This work also developed a new way to grow I/Au composite fuorescent thin flms. © 2018, Wuhan University of Technology and Springer-Verlag GmbH Germany, Part of Springer Nature."
"Market segmentation of new gateway airports incorporating passengers' curiosity","2019","Sustainability (Switzerland)","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083846653&doi=10.3390%2fsu11247042&partnerID=40&md5=ccba76084ed205ed17ae599698905b71","To serve more markets for supporting its sustainable development, Zhuhai airport tends to act as a new gateway by providing an air-bridge-air path that links its domestic network to the international air routes of Hong Kong Airport, through surface transportation via the Hongkong-Zhuhai-Macao Bridge. In order to identify the target passengers using the new gateway service, this paper proposes a market segmentation approach which incorporates the heterogeneity among passengers in the choice of the air-bridge-air route and explicitly incorporates people's curiosity about the new service. A latent class choice model incorporating passengers' curiosity is developed to identify the market segments of the new gateway service offered by Zhuhai Airport. The model is estimated using the stated preference data collected in 12 Chinese cities. The results indicate that people who have a high level of curiosity and/or are price sensitive prefer to use the new gateway service. Meanwhile, some segment-specific strategies of improving the new gateway service are proposed for the sustainable development of domestic airports which have the desire to cooperate with nearby hubs. © 2019 by the authors."
"Association of blood pressure at specific time-points with 1-year renal outcomes in patients with diabetic chronic kidney disease","2019","Electrolyte and Blood Pressure","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083313715&doi=10.5049%2fEBP.2019.17.2.36&partnerID=40&md5=94af45aaefbe2162f6664fbeafe5186f","Background: The 24-hour mean blood pressure (mBP) is the best predictor of organ damage; however, it is not easily applicable in clinical practice. The APrODiTe study suggested that systolic blood pressure (SBP) values at 7:00 AM and 9:30 PM were associated with the 24-hour mSBP in patients with chronic kidney disease (CKD). We investigated the association of the SBP values at these time-points with the renal outcomes in patients with diabetic CKD during 1-year follow-up. Methods: Ninety-six patients with diabetic CKD were included at 1-year follow- up. The renal outcomes were an increase in the random urine protein/ creatinine ratio or estimated glomerular filtration rate (eGFR) deterioration, which means a decrease in eGFR ≥5 mL/min/1.73 m2 compared to the baseline values. Results: The baseline SBP values at 7:00 AM, and 9:30 PM, and the 24- hour mSBP were 135.6±24.9 mmHg, 141.7±25.6 mmHg, and 136.4±20.7 mmHg, respectively. The SBP values measured at the same time-points after 1 year were similar to those at baseline. The SBP at 7:00 AM was significantly associated with eGFR deterioration in the univariate and multivariate analyses (odds ratio [OR]: 1.032; 95% confidence interval [CI]: 1.006- 1.059; p=0.016). The SBP at 7:00AM and 24-hour mSBP did not show a concordant association with sustained proteinuria in the linear and logistic analyses. In the subgroup analysis, the association between the SBP at 7:00 AM and eGFR deterioration persisted in patients with CKD stage 3-5 (OR: 1.041; 95% CI: 1.010-1.073; p=0.010). Conclusion: The SBP at 7:00 AM, in addition to the 24-hour mSBP, is also associated with eGFR deterioration in patients with diabetic CKD, particularly in those with CKD stage 3-5. Copyright © 2019 Korean Society for Electrolyte and Blood Pressure Research."
"Industrial and commercial property rights mortgage between the provisions of jordanian trade and civil laws: A critical analytical study","2019","NTUT Journal of Intellectual Property Law and Management","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083773900&partnerID=40&md5=16e564cbce939d05fa7ed07b15ec3610","We will start this research from the inevitable result to the effect that the investment of industrial and commercial property rights via its pledging has become a fact that cannot be denied. However, the pledge of such rights independently of pledging the business premises, although useful, may lead to some difficulties in terms of the nature of this pledge, or the law applicable to its pledge agreements due to its special nature. Based on the brief provisions wherein legislators dealt with the subject of the pledge of these rights in the Guarantee of the Movables Rights Law No. 20 for 2018 and the regulation of Transfer, Mortgage and Seizure of the Trademark No. 55 for 2014, we will raise a question of the extent of this law and regulation empowerment to solve these practical problems which accompany the pledge of these rights. And whether the general rules related to the civil or commercial pledge are sufficient to be applied on such confidential and important rights? To answer the abovementioned questions, this article provides a critical analytical methodology. As a result, the findings of the study indicate that the possessory pledge is not appropriate to the industrial and commercial property rights and the cancellation of the law on Placement of Movable Assets as Security for Debt and being replaced by the Guarantee of the Movables Rights Law removed the industrial and commercial property rights outside the security mortgage. Therefore, regulating the pledge of the industrial and commercial property rights in a special legislation is a must. © 2020 National Taipei University of Technology."
"Factors related to the incidence of low birth weight babies at Arifin Achmad Pekanbaru Riau hospital","2019","Annals of Tropical Medicine and Public Health","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083239836&doi=10.36295%2fASRO.2019.221113&partnerID=40&md5=1e284c054d8255dd788194fdc6817024","This study aims to DetermineFactors Related To The Incidence Of Low Birth Weight Babies In The RSUD Arifin AchmadPekanbaru Riau. This type of research is quantitative analytic study with the type of non matching case study design. Pupulasi is all babies born at Arifin Achmad Hospital in Pekanbaru, 2015. Cases are babies born with a weight <2500 and controls are babies born over> 2500 g. The sample was 1,680 people items, namely the case of 182 infants and control of 182 infants taken by random sampling. Data analysis was Carried out in univariate, bivariate and multivariate. The results of this study found that the most related variables were maternal education (OR: 1.693; 95% CI: 1108 to 2.586), birth distance (OR: 1.586 95% CI: 1.027 to 2.450) and anemia (OR: 1.540: 95% CI: 1.002 to 2.368). From Reviews These results it can be concluded that there is a relationship between maternal education, birth distance and anemia with the occurrence of late. Health workers and related agencies are more active in providing IEC counseling and mothers are more active in finding information about Low Birth Events. © 2019 Annals of Tropical Medicine & Public Health."
"The Effectiveness of Customer Participation and Affective Misforecasting in Online Post-Recovery Satisfaction","2019","Sustainability (Switzerland)","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083830907&doi=10.3390%2fsu11246968&partnerID=40&md5=7cc7d23fdd879d95f84b15f0730a8fc7","Online service recovery is directly related to customer follow-up behavior and plays a central role in the sustainable service-oriented enterprise development. This study explored the influence mechanism about how the type of customer participation (physical, mental, and emotional) improves customers' post-recovery satisfaction by reducing negative bias. Furthermore, the moderating effect of the information format of opening remarks (informal, formal, or hybrid) on the relationship between customer participation and affective misforecasting was investigated. A total of 720 Chinese individuals participated in an online experiment. The results show that, first, only mental and physical participation can improve customers' post-recovery satisfaction, whereas emotional participation cannot. Second, the direction of affective misforecasting is a mediator between customer participation and post-recovery satisfaction, and compared with negative bias (feeling worse than forecasted), when customers form positive bias (feeling better than forecasted), their post-recovery satisfaction is higher. Third, the fit of the information format of the opening remarks and customer participation type can make customers feel better than forecasted-to generate higher post-recovery satisfaction, for physical and mental participation specifically, the formal format of opening remarks is most suitable, whereas for emotional participation, the hybrid format of opening remarks is most suitable. © 2019 by the authors."
"Factors affecting delayingpayment of national health insurance (BPJS Kesehatan)premium among participants of the informal sector in Banyumas Regency","2019","Annals of Tropical Medicine and Public Health","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083305159&doi=10.36295%2fASRO.2019.221161&partnerID=40&md5=22599f1c7bb27183df5f324cdb2fb8d7","Objectives: The participants expansion of BPJS Kesehatan, especially for participants of the informal sector (PBPU) are faced with several problems, one of the problem was late payments of contribution payments per month by participants who have already registered. Data from BPJS Kesehatan Pur woker to showed if approximately 57.84% of the participantshad experienced late payments in contribution in 2015. The purpose of this study was to find out the factors which have effect of late payments inpaying the contribution of BPJS Kesehatan to the participants PBPU in Banyumas. Methods : This research is an analytical observational research with cross sectional design using a quantitative approach. Research sampling is grouped into two groups namely sample cases and control samples. The number of samples for each of the case groups and the control is 141.The Data in the study analyzed with SPSS software with quantitative analysis of research, including: univariate analysis (frequency and percentage), Bivariate analysis (Chi Square test), and multivariate analysis (linear logistic regression) Result: Based on the result of multivariate analysis of twelve independent variables were only four variables that had effect of late payments in paying the contributions of BPJS Kesehatan with values of CI 95%, which are variable age<35years (p- value=0.000), the economic status (quintile1)(p-value=0.000), number of family members ≥5person (p-value=0.011), and the value of CI 90% are married status (p-value=0.059). Conclusion : Improving socialization of regulations and consequences of late payments of BPJS Kesehatan, increasing participants' awareness of the importance have healthcare insurance continuously and give priority to the basic health needs at the household expenses are efforts thatcould be done to reduce the number of late payments in the premium payments of BPJS Kesehatan to the participants of PBPU. © Annals of Tropical Medicine & Public Health."
"The impacts of the health policy reform under the national health insurance on medicine use and treatment cost: A study on type-2 diabetic mellitus patients in Jakarta, Indonesia","2019","Journal of Applied Pharmaceutical Science","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083449144&doi=10.7324%2fJAPS.2019.91211&partnerID=40&md5=86bf8b2fdb86bd0af1e06260443edb90","This study was aimed to assess the impacts of policy reform under the Indonesian National Health Insurance (NHI) program called Jaminan Kesehatan Nasional on medicine use and treatment costs in type 2 diabetes mellitus (T2DM) outpatients. A longitudinal time-series design was conducted retrospectively to observe patient's treatment and cost data to T2DM outpatients in five hospitals in Jakarta Province. The medicine use and treatment costs were compared before and after the NHI by Wilcoxon test. The 466 patients were included in the analysis. The implementation of the NHI had several impacts on decreasing medicine use indicators, such as the average number of medicine prescribed, non-diabetes mellitus (DM) medicines, the originator brand, and generic products (p < 0.05). The cost of treatment, medicines, and DM medicines also decreased (p < 0.05). However, the cost of non-DM medicines did not change after the NHI implementation. The proportion of the cost of medicines to the cost of treatment was high; 70% of the cost of treatment was for medicines. In conclusion, this study highlights the implementation of NHI had positive impacts on reducing medication usage and treatment costs. The high cost of medicines requires attention to prevent inefficiency in treatment. © 2019 Yusi Anggriani et al."
"Medical risk factors for dementia; A case-control study","2019","Iranian Rehabilitation Journal","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084092542&doi=10.32598%2fIRJ.17.4.377&partnerID=40&md5=5c20e934da8427371dccb13e453a8ea5","Objectives: Dementia is the fifth cause of death in older adults with the most significant financial, social, and caring burden on health systems across the world. The aim of this study was to determine the most common medical risk factors for dementia in the retired population. Methods: A case-control methodology was used for this study, within which 180 patients with dementia were compared to 371 controls for medical risk factors in the National Iranian Oil Company (NIOC) in 2017. Participants in the case and control groups were matched in terms of age, educational level, and sex. The logistic regression was employed to estimate Odds Ratios (OR), using SPSS software. Results: The majority of the participants were male (55%) and married (69%) with a mean age of 73.14 (SD=9.11) and high school education (38%). The results of the adjusted logistic regression showed a significant association among dementia and chronic and acute vitamin D3 deficiency (more and less than 1 year) (OR=4.73, P<0.001, OR=7.50, P<0.001, respectively), cancer history (OR=15.31, P<0.001), and chronic anemia (OR=5.95, P<0.001). Discussion: The results of this study suggest vitamin D3 deficiency, cancer, and anemia history as probable risk factors for dementia. Thus, managing or controlling these risk factors may effectively delay or prevent the onset of dementia for the individuals. © 2019 University of Social Welfare and Rehabilitation Sciences."
